gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,blue,brown,very_light,narrow,long,oval,medium,low,large,wide,wide,medium,medium,normal,medium,hooded,medium,slight,very_full,medium,medium,curly,medium,widow_peak,some,tans_gradually,medium,attached,0.8216933415133835,SYNTH_009492
male,green,black,very_light,narrow,short,square,medium,medium,large,medium,wide,high,narrow,wide,medium,almond,thick,slight,full,medium,deep,wavy,medium,rounded,some,tans_gradually,large,attached,0.8464759975360246,SYNTH_009493
male,blue,brown,very_light,medium,short,oval,prominent,low,medium,wide,wide,medium,medium,close,medium,hooded,medium,high,full,medium,medium,wavy,fine,widow_peak,extensive,never_burns,medium,attached,0.8161070690406326,SYNTH_009494
male,brown,brown,very_light,medium,medium,oval,prominent,high,large,medium,wide,high,medium,wide,medium,round,thick,flat,thin,medium,medium,straight,medium,widow_peak,extensive,tans_gradually,large,attached,0.853409341114259,SYNTH_009495
female,blue,brown,light,wide,medium,square,medium,high,small,medium,medium,high,medium,close,medium,round,thick,high,full,medium,deep,wavy,fine,rounded,extensive,burns_easily,medium,attached,0.8306858657592049,SYNTH_009496
female,green,brown,very_light,medium,medium,square,receding,medium,small,narrow,narrow,medium,medium,normal,medium,round,thick,flat,very_full,narrow,deep,curly,fine,widow_peak,some,tans_gradually,large,attached,0.8534122491721409,SYNTH_009497
male,blue,brown,light,medium,long,square,medium,high,medium,narrow,wide,high,wide,normal,large,round,thick,flat,thin,wide,medium,wavy,thick,widow_peak,extensive,burns_easily,medium,free,0.8777760511397883,SYNTH_009498
female,blue,brown,light,medium,long,oval,prominent,high,small,narrow,medium,high,wide,wide,large,round,medium,slight,thin,wide,deep,straight,medium,rounded,extensive,burns_easily,medium,attached,0.8005503200252369,SYNTH_009499
male,green,brown,very_light,medium,medium,oval,medium,medium,medium,narrow,wide,flat,wide,normal,medium,round,medium,slight,full,narrow,medium,wavy,thick,widow_peak,extensive,tans_gradually,medium,free,0.8916087131297287,SYNTH_009500
female,blue,brown,very_light,narrow,long,square,prominent,medium,large,medium,wide,flat,medium,wide,medium,almond,thick,slight,full,medium,medium,curly,medium,widow_peak,some,never_burns,medium,free,0.8310287409017842,SYNTH_009501
female,green,brown,very_light,narrow,long,square,receding,medium,medium,narrow,narrow,medium,medium,wide,medium,almond,thick,flat,full,narrow,medium,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8772962215893314,SYNTH_009502
male,blue,black,light,medium,medium,square,prominent,low,medium,medium,medium,flat,medium,normal,medium,almond,medium,high,thin,wide,medium,wavy,fine,widow_peak,none,never_burns,medium,free,0.8049330567264749,SYNTH_009503
female,brown,black,very_light,medium,short,oval,receding,medium,medium,wide,wide,medium,wide,wide,large,almond,thick,flat,thin,wide,deep,wavy,medium,rounded,extensive,burns_easily,large,attached,0.8347356076001461,SYNTH_009504
female,green,brown,very_light,wide,medium,square,receding,high,medium,wide,narrow,medium,medium,wide,medium,round,thick,slight,full,medium,medium,wavy,medium,widow_peak,none,never_burns,large,free,0.8534423832464014,SYNTH_009505
female,green,brown,very_light,wide,medium,oval,receding,medium,large,medium,wide,high,medium,normal,medium,almond,medium,slight,very_full,wide,medium,straight,medium,widow_peak,none,tans_gradually,medium,free,0.8720336465375292,SYNTH_009506
female,green,brown,dark,medium,medium,square,medium,low,small,medium,wide,flat,wide,close,large,round,thick,high,full,medium,deep,straight,fine,straight,none,never_burns,large,free,0.8276767065193049,SYNTH_009507
female,green,blonde,very_light,medium,medium,square,prominent,medium,large,medium,wide,high,wide,wide,medium,round,medium,slight,very_full,medium,deep,wavy,thick,rounded,extensive,never_burns,large,free,0.8357879065755315,SYNTH_009508
female,blue,brown,dark,medium,medium,oval,prominent,medium,large,medium,wide,flat,narrow,normal,large,almond,medium,high,very_full,wide,medium,curly,thick,rounded,some,never_burns,medium,free,0.8296939245478628,SYNTH_009509
female,blue,black,very_light,narrow,medium,square,prominent,medium,large,medium,medium,high,medium,wide,large,hooded,medium,flat,very_full,wide,deep,curly,thick,widow_peak,none,never_burns,large,free,0.8277584652908209,SYNTH_009510
female,blue,black,light,narrow,long,oval,medium,low,large,wide,wide,medium,wide,wide,medium,almond,medium,high,full,medium,medium,curly,medium,widow_peak,extensive,tans_gradually,large,attached,0.7927795193972935,SYNTH_009511
male,blue,brown,very_light,narrow,long,square,receding,high,medium,medium,medium,medium,wide,normal,small,round,thin,slight,full,narrow,deep,curly,medium,rounded,some,tans_gradually,medium,free,0.8844681285270465,SYNTH_009512
male,green,brown,light,wide,medium,square,receding,medium,small,narrow,wide,high,medium,normal,large,almond,thick,high,full,narrow,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,free,0.8379558497024294,SYNTH_009513
male,brown,brown,very_light,wide,short,square,medium,high,medium,wide,wide,medium,medium,normal,medium,almond,thick,slight,very_full,medium,medium,straight,medium,widow_peak,some,never_burns,medium,attached,0.8113733377569197,SYNTH_009514
male,green,black,very_light,medium,long,oval,receding,high,large,wide,medium,medium,medium,normal,large,almond,thick,high,thin,wide,deep,straight,medium,straight,none,tans_gradually,small,free,0.8480196693619595,SYNTH_009515
male,brown,brown,light,narrow,short,square,medium,medium,small,medium,wide,medium,medium,normal,medium,almond,medium,slight,full,narrow,deep,straight,fine,straight,none,burns_easily,medium,attached,0.8512307611038044,SYNTH_009516
female,blue,black,light,wide,short,square,medium,high,small,medium,medium,high,medium,normal,small,almond,thick,slight,full,medium,deep,wavy,medium,rounded,some,tans_gradually,medium,attached,0.8393804389182179,SYNTH_009517
female,blue,brown,light,wide,long,oval,medium,medium,medium,medium,narrow,medium,medium,normal,large,hooded,medium,flat,thin,wide,deep,curly,medium,widow_peak,extensive,tans_gradually,large,free,0.883546918589443,SYNTH_009518
female,green,brown,very_light,medium,long,square,prominent,medium,large,narrow,medium,high,medium,normal,large,hooded,medium,slight,full,medium,deep,curly,medium,widow_peak,some,never_burns,medium,attached,0.8218386110103107,SYNTH_009519
male,green,red,very_light,medium,short,narrow,medium,medium,small,narrow,medium,flat,medium,wide,large,round,thick,slight,very_full,wide,medium,straight,medium,rounded,none,tans_gradually,medium,attached,0.8510703287974336,SYNTH_009520
female,green,brown,very_light,medium,short,square,prominent,high,medium,medium,wide,high,narrow,normal,large,round,medium,slight,thin,medium,medium,curly,fine,straight,none,never_burns,small,attached,0.8283997053934192,SYNTH_009521
female,blue,brown,dark,medium,medium,square,receding,low,large,medium,wide,flat,wide,normal,medium,hooded,medium,high,full,wide,deep,wavy,medium,rounded,none,burns_easily,medium,attached,0.8828696715175208,SYNTH_009522
male,blue,brown,very_light,medium,short,square,medium,high,medium,wide,medium,high,medium,wide,large,almond,medium,slight,full,narrow,deep,wavy,medium,widow_peak,none,never_burns,large,free,0.8365656872127969,SYNTH_009523
male,blue,brown,light,wide,long,square,medium,medium,medium,wide,narrow,high,narrow,normal,medium,hooded,thin,flat,full,narrow,deep,straight,thick,rounded,extensive,burns_easily,small,free,0.8268690442362328,SYNTH_009524
female,blue,brown,light,wide,medium,square,receding,high,large,wide,medium,medium,narrow,wide,large,almond,thin,high,very_full,medium,deep,wavy,thick,widow_peak,some,tans_gradually,small,attached,0.8515088462765033,SYNTH_009525
male,blue,brown,very_light,medium,medium,square,prominent,high,large,narrow,medium,flat,medium,normal,large,round,thick,high,thin,wide,deep,straight,thick,rounded,some,tans_gradually,medium,attached,0.8286327946811122,SYNTH_009526
female,blue,brown,light,medium,medium,square,prominent,medium,large,narrow,wide,high,medium,normal,large,almond,thick,high,full,wide,deep,wavy,fine,widow_peak,extensive,tans_gradually,large,attached,0.8540869377551247,SYNTH_009527
male,blue,brown,very_light,medium,medium,square,medium,low,medium,medium,medium,high,wide,wide,large,hooded,thick,flat,full,narrow,deep,wavy,medium,rounded,extensive,burns_easily,medium,free,0.8366150133745353,SYNTH_009528
female,blue,brown,light,narrow,medium,square,medium,medium,medium,wide,wide,medium,medium,wide,medium,round,thin,slight,thin,medium,deep,straight,medium,rounded,some,never_burns,medium,attached,0.8376001068654836,SYNTH_009529
male,blue,brown,very_light,narrow,long,square,medium,medium,large,narrow,medium,flat,medium,normal,medium,round,thick,high,full,wide,medium,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8462811309785302,SYNTH_009530
female,blue,black,dark,medium,medium,square,prominent,medium,medium,narrow,medium,flat,narrow,wide,large,round,thin,flat,full,medium,deep,curly,medium,widow_peak,some,tans_gradually,medium,attached,0.8401772611436115,SYNTH_009531
female,brown,brown,very_light,medium,long,square,prominent,high,large,medium,wide,medium,medium,normal,medium,hooded,medium,slight,very_full,medium,medium,wavy,thick,rounded,none,never_burns,small,attached,0.8388630221552692,SYNTH_009532
female,green,brown,very_light,narrow,long,square,prominent,medium,large,medium,medium,flat,medium,close,large,almond,thick,slight,thin,wide,deep,wavy,thick,straight,some,never_burns,large,attached,0.8244554936962185,SYNTH_009533
female,blue,brown,very_light,narrow,short,square,medium,high,large,medium,medium,medium,medium,normal,small,hooded,medium,high,very_full,narrow,deep,straight,medium,rounded,none,never_burns,large,attached,0.8911581598072417,SYNTH_009534
male,green,brown,very_light,medium,medium,square,medium,medium,medium,narrow,wide,medium,medium,wide,large,round,thick,high,full,medium,deep,curly,fine,widow_peak,some,tans_gradually,large,free,0.8533564891632192,SYNTH_009535
male,green,blonde,light,medium,medium,square,prominent,medium,large,wide,wide,medium,wide,normal,large,round,medium,high,very_full,wide,deep,wavy,medium,widow_peak,some,tans_gradually,large,attached,0.8308401275922538,SYNTH_009536
male,blue,brown,very_light,medium,long,square,medium,medium,small,medium,medium,high,medium,normal,large,almond,medium,slight,thin,wide,medium,curly,thick,widow_peak,some,never_burns,large,attached,0.8289294254781744,SYNTH_009537
female,blue,black,light,narrow,long,square,receding,medium,large,medium,wide,medium,narrow,close,medium,almond,thin,slight,full,wide,medium,wavy,medium,rounded,some,burns_easily,large,free,0.8232604912378116,SYNTH_009538
male,blue,brown,light,medium,medium,square,medium,high,large,wide,narrow,high,wide,normal,large,almond,thick,slight,very_full,medium,deep,wavy,medium,widow_peak,extensive,burns_easily,medium,attached,0.8528008722449744,SYNTH_009539
male,green,blonde,very_light,wide,medium,narrow,receding,medium,medium,medium,wide,medium,wide,close,large,almond,medium,flat,very_full,wide,medium,curly,medium,widow_peak,extensive,burns_easily,medium,free,0.8472152845442629,SYNTH_009540
male,blue,brown,very_light,medium,medium,square,medium,medium,medium,medium,wide,flat,narrow,wide,large,almond,medium,slight,full,narrow,deep,curly,fine,widow_peak,none,burns_easily,medium,free,0.8314689514985336,SYNTH_009541
female,blue,black,light,medium,medium,oval,medium,low,small,medium,medium,high,wide,normal,medium,round,thick,slight,full,narrow,deep,curly,medium,widow_peak,some,tans_gradually,medium,attached,0.8351904652040237,SYNTH_009542
male,blue,brown,light,medium,medium,narrow,prominent,medium,large,medium,narrow,high,narrow,normal,medium,hooded,thick,flat,thin,medium,deep,wavy,fine,rounded,extensive,never_burns,large,free,0.7878704939964648,SYNTH_009543
male,green,brown,very_light,medium,medium,square,medium,high,medium,wide,medium,flat,medium,normal,medium,round,medium,flat,full,wide,deep,wavy,thick,rounded,none,burns_easily,large,free,0.8356446688198199,SYNTH_009544
female,green,brown,light,medium,long,square,prominent,medium,medium,medium,medium,medium,medium,normal,small,round,thick,high,full,narrow,medium,wavy,thick,straight,none,never_burns,medium,attached,0.8664214471314189,SYNTH_009545
female,green,brown,very_light,narrow,short,square,medium,medium,medium,narrow,wide,flat,wide,wide,large,hooded,medium,flat,full,medium,medium,wavy,medium,rounded,some,tans_gradually,small,free,0.8398892772182556,SYNTH_009546
female,blue,auburn,very_light,medium,long,square,medium,medium,large,wide,wide,medium,medium,close,medium,round,medium,slight,full,wide,medium,curly,fine,rounded,some,burns_easily,large,free,0.8248496514920773,SYNTH_009547
male,green,brown,very_light,medium,medium,square,medium,low,small,wide,wide,medium,narrow,normal,large,almond,thick,flat,very_full,medium,deep,wavy,medium,widow_peak,some,tans_gradually,medium,free,0.8646200109653827,SYNTH_009548
male,blue,brown,very_light,medium,long,square,receding,low,large,wide,wide,medium,narrow,normal,large,round,thin,flat,very_full,wide,medium,wavy,medium,rounded,extensive,tans_gradually,small,attached,0.8551613792893222,SYNTH_009549
male,blue,brown,very_light,wide,medium,square,prominent,medium,large,medium,medium,medium,wide,wide,medium,round,medium,slight,very_full,medium,deep,wavy,thick,rounded,extensive,tans_gradually,large,free,0.9178689382436456,SYNTH_009550
female,blue,blonde,light,medium,medium,square,receding,high,medium,narrow,wide,medium,wide,close,large,almond,medium,slight,full,medium,deep,wavy,fine,straight,some,burns_easily,large,attached,0.8779358889737295,SYNTH_009551
male,green,brown,light,narrow,long,square,medium,high,large,medium,medium,high,medium,close,large,round,thick,flat,full,medium,deep,curly,medium,straight,some,never_burns,large,free,0.8327665945131741,SYNTH_009552
female,green,black,light,wide,medium,square,medium,high,large,medium,medium,high,narrow,normal,small,hooded,thick,flat,full,wide,shallow,curly,medium,straight,extensive,tans_gradually,medium,free,0.883145043597404,SYNTH_009553
female,green,brown,light,medium,medium,square,prominent,high,large,wide,wide,high,medium,normal,small,hooded,thin,high,very_full,medium,deep,straight,medium,rounded,some,never_burns,large,attached,0.8906461610208684,SYNTH_009554
female,blue,brown,very_light,medium,medium,square,prominent,medium,large,narrow,wide,medium,medium,wide,large,almond,thin,flat,thin,wide,deep,wavy,medium,straight,some,tans_gradually,medium,attached,0.832556271672505,SYNTH_009555
female,blue,brown,very_light,wide,medium,square,receding,low,medium,wide,narrow,medium,medium,wide,large,almond,medium,flat,full,wide,deep,wavy,medium,rounded,some,tans_gradually,medium,attached,0.8376065407126667,SYNTH_009556
male,green,blonde,very_light,medium,long,square,prominent,medium,medium,medium,narrow,high,narrow,close,large,almond,medium,slight,thin,medium,deep,wavy,thick,rounded,some,tans_gradually,large,attached,0.8218010237978192,SYNTH_009557
male,blue,brown,light,medium,medium,square,receding,medium,large,wide,wide,medium,medium,normal,small,almond,thick,slight,very_full,wide,medium,wavy,fine,rounded,none,tans_gradually,medium,attached,0.8927291883103543,SYNTH_009558
male,blue,brown,very_light,medium,medium,square,prominent,medium,large,medium,narrow,medium,wide,normal,medium,hooded,medium,high,full,medium,deep,straight,medium,widow_peak,some,never_burns,medium,free,0.826667307383442,SYNTH_009559
male,green,black,very_light,medium,medium,oval,prominent,medium,medium,medium,wide,medium,wide,close,medium,hooded,thick,high,full,wide,deep,straight,thick,rounded,some,tans_gradually,large,attached,0.8278580240308331,SYNTH_009560
male,green,brown,very_light,medium,long,square,receding,medium,medium,wide,wide,high,medium,wide,large,almond,thick,slight,very_full,medium,medium,straight,medium,rounded,extensive,tans_gradually,small,free,0.8882530633424262,SYNTH_009561
female,brown,brown,very_light,wide,long,square,medium,high,small,medium,narrow,high,medium,normal,medium,round,medium,flat,thin,wide,deep,curly,thick,straight,extensive,never_burns,medium,attached,0.8382543576368303,SYNTH_009562
male,green,brown,light,medium,long,square,medium,medium,large,medium,medium,medium,wide,normal,large,hooded,medium,slight,full,wide,medium,wavy,medium,straight,extensive,never_burns,medium,attached,0.8708264878362254,SYNTH_009563
male,blue,brown,light,medium,medium,square,medium,medium,small,narrow,medium,medium,medium,normal,medium,round,medium,slight,very_full,narrow,medium,wavy,medium,rounded,extensive,tans_gradually,medium,free,0.9039169261651698,SYNTH_009564
male,blue,black,light,wide,long,narrow,medium,high,medium,medium,wide,high,medium,wide,medium,round,thin,slight,thin,narrow,deep,curly,thick,straight,some,never_burns,medium,free,0.8424389243198561,SYNTH_009565
male,blue,brown,very_light,wide,long,square,medium,medium,medium,wide,medium,high,medium,wide,small,round,thick,slight,full,medium,deep,straight,medium,rounded,none,tans_gradually,large,free,0.84607276873393,SYNTH_009566
male,green,brown,very_light,wide,medium,square,receding,high,medium,narrow,wide,medium,wide,normal,large,round,medium,high,very_full,narrow,deep,straight,medium,straight,some,never_burns,medium,attached,0.8294439827534861,SYNTH_009567
male,green,black,very_light,medium,medium,square,prominent,medium,medium,narrow,narrow,high,narrow,wide,large,round,thick,slight,very_full,medium,deep,curly,thick,widow_peak,some,never_burns,small,free,0.800800946591653,SYNTH_009568
female,green,auburn,light,wide,medium,square,prominent,high,medium,narrow,medium,medium,wide,close,medium,round,thin,slight,very_full,wide,medium,straight,thick,rounded,some,never_burns,small,free,0.8311290863429407,SYNTH_009569
female,green,brown,very_light,medium,long,oval,medium,high,medium,medium,wide,high,wide,close,medium,hooded,thick,slight,thin,narrow,deep,wavy,thick,rounded,extensive,tans_gradually,medium,attached,0.8675820187591418,SYNTH_009570
female,green,blonde,very_light,wide,medium,square,medium,medium,large,medium,narrow,high,medium,normal,large,round,thick,flat,very_full,medium,deep,wavy,fine,widow_peak,none,never_burns,small,attached,0.8259311021914252,SYNTH_009571
female,blue,brown,very_light,narrow,medium,oval,medium,high,medium,medium,narrow,medium,medium,close,large,hooded,medium,flat,thin,medium,deep,straight,medium,widow_peak,some,burns_easily,small,free,0.8329069727812487,SYNTH_009572
male,brown,brown,very_light,medium,medium,oval,medium,high,large,medium,wide,high,medium,wide,large,round,thick,slight,thin,medium,deep,wavy,medium,straight,extensive,burns_easily,medium,attached,0.8188554505330051,SYNTH_009573
female,blue,brown,very_light,medium,short,square,prominent,medium,small,narrow,narrow,high,medium,normal,medium,round,medium,high,full,narrow,deep,wavy,medium,widow_peak,some,tans_gradually,small,free,0.8505555799774954,SYNTH_009574
female,brown,brown,very_light,narrow,medium,narrow,medium,high,large,medium,wide,high,medium,wide,medium,hooded,thin,high,full,medium,deep,straight,medium,straight,some,tans_gradually,medium,attached,0.8403702765591092,SYNTH_009575
female,blue,brown,very_light,medium,long,square,prominent,medium,large,narrow,narrow,medium,medium,normal,large,hooded,thick,slight,very_full,medium,deep,wavy,medium,rounded,extensive,burns_easily,medium,attached,0.8132227113861529,SYNTH_009576
female,green,black,very_light,narrow,short,square,medium,low,medium,medium,medium,medium,narrow,normal,medium,round,thin,slight,thin,narrow,medium,wavy,fine,rounded,none,tans_gradually,medium,free,0.8353507059657683,SYNTH_009577
male,green,brown,light,medium,medium,square,medium,medium,small,narrow,narrow,medium,wide,wide,medium,almond,medium,flat,full,medium,deep,wavy,thick,rounded,some,never_burns,medium,free,0.811484857774763,SYNTH_009578
male,green,black,very_light,medium,long,oval,medium,medium,medium,medium,medium,high,wide,normal,large,almond,medium,high,full,wide,medium,wavy,thick,straight,extensive,never_burns,medium,free,0.8385886242166288,SYNTH_009579
female,green,brown,light,wide,short,square,medium,medium,medium,medium,medium,flat,medium,wide,large,almond,medium,slight,thin,medium,deep,straight,medium,widow_peak,extensive,never_burns,large,attached,0.8139475915021336,SYNTH_009580
female,green,brown,very_light,wide,medium,square,medium,medium,medium,medium,narrow,medium,medium,normal,large,round,medium,high,thin,wide,deep,wavy,thick,rounded,extensive,never_burns,medium,free,0.8490490814908417,SYNTH_009581
male,green,brown,very_light,wide,long,square,receding,medium,large,medium,wide,medium,medium,normal,medium,almond,thick,high,full,wide,medium,wavy,medium,widow_peak,none,tans_gradually,medium,free,0.8406757868177813,SYNTH_009582
male,green,blonde,light,wide,medium,square,medium,high,large,wide,wide,medium,wide,normal,large,almond,thin,flat,very_full,wide,deep,straight,medium,rounded,none,never_burns,small,free,0.8071012632272341,SYNTH_009583
male,blue,brown,light,medium,long,square,medium,high,medium,wide,wide,high,wide,normal,large,almond,thick,high,thin,narrow,deep,wavy,medium,rounded,some,burns_easily,small,attached,0.8496714339251009,SYNTH_009584
male,green,brown,very_light,medium,medium,square,medium,medium,medium,narrow,wide,high,medium,normal,large,hooded,medium,slight,full,wide,deep,wavy,medium,straight,some,never_burns,small,attached,0.8442751668808615,SYNTH_009585
male,green,brown,very_light,medium,medium,square,prominent,medium,medium,wide,medium,high,medium,wide,medium,round,thick,flat,full,wide,deep,curly,medium,widow_peak,none,tans_gradually,large,attached,0.8541917195066463,SYNTH_009586
female,green,brown,light,medium,short,oval,receding,medium,large,wide,medium,medium,wide,normal,medium,hooded,thick,slight,thin,medium,deep,wavy,thick,widow_peak,some,burns_easily,medium,attached,0.845793404316762,SYNTH_009587
male,blue,auburn,very_light,wide,long,square,medium,medium,large,medium,medium,medium,medium,close,medium,round,medium,flat,full,medium,deep,straight,thick,rounded,none,burns_easily,medium,attached,0.8409016863411046,SYNTH_009588
male,brown,brown,very_light,medium,medium,oval,medium,medium,large,narrow,wide,medium,medium,close,medium,round,thick,flat,full,medium,deep,wavy,fine,rounded,some,never_burns,medium,attached,0.8418619098145783,SYNTH_009589
male,blue,brown,very_light,medium,medium,square,medium,medium,large,wide,narrow,medium,wide,wide,large,round,thin,slight,full,medium,deep,curly,medium,rounded,none,tans_gradually,small,free,0.8532889902050508,SYNTH_009590
female,brown,brown,very_light,wide,short,square,prominent,high,medium,narrow,medium,medium,wide,wide,small,hooded,medium,flat,very_full,wide,deep,wavy,medium,widow_peak,extensive,burns_easily,large,attached,0.8363147671726496,SYNTH_009591
female,blue,black,very_light,wide,long,square,medium,low,large,medium,medium,high,wide,normal,small,round,thick,slight,very_full,narrow,deep,straight,medium,widow_peak,some,tans_gradually,medium,free,0.848703196361276,SYNTH_009592
female,blue,brown,light,medium,medium,oval,medium,high,large,medium,wide,high,narrow,wide,medium,round,medium,high,full,wide,deep,wavy,thick,rounded,some,never_burns,medium,attached,0.8317917726028167,SYNTH_009593
female,blue,blonde,very_light,medium,medium,narrow,medium,low,large,wide,narrow,medium,medium,wide,large,hooded,medium,high,very_full,narrow,medium,wavy,fine,widow_peak,some,tans_gradually,small,free,0.8017371277940735,SYNTH_009594
male,green,black,very_light,wide,short,square,medium,low,large,medium,wide,flat,medium,wide,large,hooded,medium,high,very_full,medium,medium,curly,medium,rounded,some,never_burns,medium,attached,0.8495166077194921,SYNTH_009595
female,blue,brown,very_light,medium,long,square,medium,high,small,medium,medium,flat,medium,close,medium,round,medium,slight,full,medium,deep,curly,thick,straight,some,tans_gradually,small,free,0.8268560335674844,SYNTH_009596
female,green,brown,light,narrow,medium,oval,medium,medium,large,medium,medium,medium,wide,normal,medium,round,thick,high,thin,medium,medium,straight,medium,widow_peak,none,burns_easily,medium,free,0.8186006927594504,SYNTH_009597
male,green,brown,very_light,medium,medium,square,medium,high,small,medium,wide,medium,medium,normal,medium,almond,thick,flat,full,medium,deep,wavy,medium,widow_peak,some,never_burns,medium,free,0.8833145852189365,SYNTH_009598
female,green,brown,dark,narrow,long,square,prominent,high,medium,narrow,medium,high,medium,normal,medium,hooded,medium,high,very_full,medium,deep,wavy,thick,rounded,some,tans_gradually,large,attached,0.8129503451887282,SYNTH_009599
female,green,brown,light,wide,long,square,prominent,medium,large,wide,medium,medium,medium,wide,large,round,thin,high,very_full,medium,deep,straight,medium,widow_peak,some,tans_gradually,large,free,0.87554652709959,SYNTH_009600
female,green,brown,very_light,medium,long,square,medium,medium,large,wide,wide,flat,narrow,wide,medium,hooded,medium,flat,full,medium,deep,wavy,medium,straight,extensive,burns_easily,medium,free,0.8550934664579433,SYNTH_009601
female,brown,black,light,wide,short,square,receding,low,large,wide,wide,medium,narrow,close,large,round,thin,slight,full,narrow,deep,wavy,medium,rounded,none,never_burns,small,free,0.8310331430077518,SYNTH_009602
female,blue,brown,light,wide,long,square,medium,high,large,narrow,medium,high,narrow,wide,medium,hooded,thick,high,thin,narrow,deep,straight,medium,widow_peak,some,tans_gradually,medium,attached,0.8390368489037293,SYNTH_009603
male,green,black,very_light,narrow,medium,oval,medium,high,large,medium,medium,medium,narrow,normal,large,hooded,thin,slight,very_full,wide,deep,straight,medium,rounded,some,tans_gradually,medium,attached,0.851510539394183,SYNTH_009604
male,green,brown,very_light,medium,long,square,medium,medium,large,medium,wide,medium,wide,wide,large,round,thick,flat,very_full,wide,deep,wavy,medium,rounded,extensive,never_burns,medium,attached,0.8632285582858737,SYNTH_009605
male,green,brown,very_light,wide,short,square,receding,medium,large,narrow,wide,flat,wide,normal,medium,almond,medium,slight,full,medium,deep,wavy,thick,rounded,some,tans_gradually,large,attached,0.8517411386017327,SYNTH_009606
female,green,brown,light,narrow,long,square,prominent,low,medium,medium,wide,high,narrow,normal,large,almond,thick,flat,full,narrow,shallow,wavy,medium,widow_peak,some,never_burns,medium,attached,0.8860898684699992,SYNTH_009607
female,blue,brown,very_light,medium,short,square,medium,medium,medium,medium,medium,high,wide,normal,medium,round,thin,flat,full,wide,deep,curly,fine,widow_peak,some,never_burns,medium,attached,0.8295731111951993,SYNTH_009608
female,blue,blonde,very_light,medium,short,oval,prominent,medium,large,medium,wide,flat,wide,normal,medium,almond,medium,flat,full,medium,deep,wavy,medium,widow_peak,some,tans_gradually,medium,attached,0.8725932783679611,SYNTH_009609
male,blue,brown,very_light,medium,medium,square,medium,medium,large,medium,narrow,high,medium,wide,large,round,thick,high,full,wide,deep,wavy,medium,straight,some,never_burns,medium,free,0.84955720491897,SYNTH_009610
female,green,brown,very_light,medium,medium,oval,receding,low,large,wide,wide,high,medium,wide,medium,hooded,thick,high,full,narrow,medium,wavy,thick,widow_peak,some,tans_gradually,large,free,0.8762823902476313,SYNTH_009611
male,green,brown,light,wide,medium,square,receding,medium,medium,medium,medium,medium,medium,wide,large,round,thin,slight,full,medium,deep,wavy,fine,rounded,some,tans_gradually,medium,attached,0.8802366511968386,SYNTH_009612
female,blue,brown,very_light,medium,medium,square,prominent,low,medium,wide,wide,high,wide,normal,medium,round,thin,flat,thin,wide,medium,wavy,medium,straight,some,tans_gradually,medium,free,0.8402575867508694,SYNTH_009613
female,green,brown,light,wide,long,square,medium,high,large,medium,medium,medium,medium,normal,large,round,thick,high,very_full,medium,medium,wavy,thick,widow_peak,none,tans_gradually,large,free,0.8439770687151436,SYNTH_009614
male,green,brown,light,medium,short,square,medium,low,medium,wide,medium,medium,wide,close,large,hooded,medium,high,full,medium,deep,curly,thick,widow_peak,some,never_burns,large,attached,0.8468422719069829,SYNTH_009615
female,blue,brown,very_light,wide,short,square,medium,medium,medium,wide,medium,high,medium,close,medium,hooded,thick,slight,thin,medium,medium,wavy,thick,rounded,none,burns_easily,large,attached,0.8221135733215111,SYNTH_009616
male,blue,black,very_light,wide,long,square,prominent,medium,large,medium,wide,medium,medium,close,large,hooded,thick,high,full,wide,deep,wavy,fine,rounded,none,never_burns,medium,free,0.8127208713058585,SYNTH_009617
female,green,brown,light,medium,medium,oval,prominent,low,large,wide,medium,flat,wide,normal,small,round,thick,slight,full,narrow,deep,wavy,fine,widow_peak,some,never_burns,small,attached,0.8038550298873239,SYNTH_009618
female,brown,brown,light,narrow,medium,square,medium,medium,medium,medium,medium,high,medium,wide,large,almond,medium,high,full,narrow,deep,curly,medium,rounded,extensive,never_burns,large,free,0.8485252308807097,SYNTH_009619
female,brown,black,light,medium,medium,oval,receding,low,large,narrow,narrow,medium,wide,close,large,round,thick,slight,thin,narrow,deep,wavy,fine,rounded,extensive,tans_gradually,medium,attached,0.8311933044152939,SYNTH_009620
male,green,black,very_light,medium,short,square,medium,high,large,wide,wide,high,medium,wide,large,almond,medium,slight,thin,wide,medium,curly,medium,rounded,none,burns_easily,small,free,0.8497777993402301,SYNTH_009621
female,green,brown,very_light,medium,long,square,prominent,low,medium,wide,narrow,medium,narrow,close,large,hooded,thick,slight,full,medium,deep,straight,medium,widow_peak,some,tans_gradually,medium,free,0.8112989910783577,SYNTH_009622
