sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,green,brown,very_light,medium,medium,square,prominent,medium,large,wide,wide,medium,narrow,wide,large,round,medium,slight,full,wide,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,attached,0.8299913112621112,SYNTH_007439
female,blue,brown,dark,wide,long,oval,prominent,high,medium,medium,narrow,medium,medium,normal,small,round,thick,high,full,wide,deep,wavy,thick,rounded,extensive,tans_gradually,large,free,0.8963705953167311,SYNTH_007440
male,blue,brown,very_light,medium,medium,square,medium,medium,medium,wide,medium,medium,medium,normal,medium,almond,thick,high,very_full,wide,medium,straight,thick,rounded,extensive,burns_easily,large,free,0.841627544702856,SYNTH_007441
female,blue,black,light,wide,short,square,receding,low,large,medium,wide,high,wide,normal,small,almond,medium,slight,very_full,medium,deep,curly,thick,straight,some,tans_gradually,large,attached,0.8440028006834368,SYNTH_007442
male,green,brown,very_light,wide,short,oval,receding,medium,medium,medium,medium,flat,medium,normal,medium,round,thick,slight,very_full,medium,deep,curly,thick,widow_peak,extensive,tans_gradually,medium,free,0.8201648324968922,SYNTH_007443
female,green,brown,very_light,wide,short,oval,medium,high,medium,wide,medium,medium,medium,wide,medium,round,thick,high,full,wide,shallow,wavy,thick,straight,none,tans_gradually,medium,attached,0.8149175221836383,SYNTH_007444
male,blue,brown,light,medium,medium,narrow,prominent,medium,small,wide,wide,medium,medium,wide,medium,round,thick,slight,full,wide,medium,wavy,fine,rounded,none,tans_gradually,large,attached,0.867007642097005,SYNTH_007445
male,blue,brown,light,medium,short,square,medium,medium,medium,medium,wide,medium,wide,normal,medium,almond,thick,high,very_full,wide,medium,curly,fine,straight,extensive,tans_gradually,small,attached,0.8930355974605944,SYNTH_007446
male,blue,auburn,light,medium,medium,square,medium,medium,medium,narrow,medium,medium,wide,wide,large,round,medium,slight,full,wide,medium,wavy,fine,widow_peak,some,never_burns,large,attached,0.8470066924461108,SYNTH_007447
male,blue,blonde,very_light,medium,medium,square,medium,low,large,medium,medium,flat,medium,normal,medium,round,medium,slight,full,wide,medium,wavy,medium,straight,some,never_burns,large,free,0.7939762149733801,SYNTH_007448
male,blue,brown,light,wide,medium,narrow,medium,medium,small,medium,wide,flat,narrow,wide,medium,round,thin,high,thin,wide,medium,curly,thick,rounded,extensive,never_burns,medium,attached,0.8882619428040357,SYNTH_007449
female,green,brown,light,medium,medium,square,prominent,medium,medium,narrow,medium,medium,wide,wide,large,almond,medium,high,full,wide,shallow,wavy,medium,straight,some,never_burns,large,attached,0.8706441954993663,SYNTH_007450
female,green,brown,light,wide,short,oval,prominent,high,medium,wide,wide,medium,wide,wide,small,hooded,thick,slight,full,wide,medium,wavy,fine,rounded,extensive,tans_gradually,medium,attached,0.835736890716553,SYNTH_007451
male,blue,brown,very_light,wide,medium,oval,medium,low,medium,wide,medium,high,wide,wide,medium,almond,medium,flat,very_full,wide,medium,curly,medium,straight,extensive,tans_gradually,medium,attached,0.83598020711912,SYNTH_007452
female,blue,brown,very_light,wide,medium,square,medium,medium,medium,narrow,medium,high,medium,normal,large,round,thick,high,full,wide,medium,straight,fine,widow_peak,extensive,never_burns,medium,attached,0.8502424660812434,SYNTH_007453
male,blue,black,very_light,medium,long,narrow,medium,high,large,wide,wide,high,wide,normal,medium,almond,thick,flat,thin,medium,deep,straight,fine,rounded,some,tans_gradually,large,free,0.8370398388332568,SYNTH_007454
male,blue,blonde,very_light,wide,medium,square,prominent,medium,medium,medium,medium,high,wide,normal,large,almond,thick,slight,very_full,medium,shallow,wavy,thick,rounded,extensive,never_burns,large,attached,0.8174270160588416,SYNTH_007455
female,blue,brown,light,medium,medium,oval,medium,medium,large,medium,wide,medium,wide,wide,medium,round,thick,slight,very_full,wide,medium,wavy,medium,rounded,none,tans_gradually,small,free,0.8626213796064652,SYNTH_007456
female,blue,brown,very_light,wide,long,square,medium,high,medium,medium,narrow,medium,wide,normal,large,round,medium,high,very_full,wide,medium,wavy,thick,widow_peak,extensive,never_burns,small,attached,0.8206236297632822,SYNTH_007457
male,blue,brown,very_light,medium,medium,square,prominent,medium,medium,narrow,medium,medium,medium,normal,large,almond,thick,high,full,medium,medium,wavy,medium,straight,none,tans_gradually,medium,attached,0.8823201983931678,SYNTH_007458
female,blue,brown,very_light,medium,short,square,medium,low,medium,medium,medium,flat,medium,wide,large,round,thick,high,full,narrow,shallow,straight,thick,widow_peak,none,burns_easily,medium,free,0.8641536100614123,SYNTH_007459
female,green,black,light,medium,long,oval,prominent,high,large,narrow,narrow,flat,medium,wide,large,round,thick,slight,full,medium,medium,straight,medium,widow_peak,some,tans_gradually,large,attached,0.8198779089078608,SYNTH_007460
female,blue,brown,very_light,narrow,long,square,prominent,medium,large,wide,medium,high,wide,wide,medium,round,thick,slight,thin,wide,deep,straight,medium,rounded,some,burns_easily,medium,free,0.819216912345225,SYNTH_007461
female,blue,red,light,medium,medium,square,medium,medium,medium,medium,medium,high,wide,wide,large,hooded,medium,high,thin,wide,deep,straight,medium,widow_peak,extensive,burns_easily,large,attached,0.9275591699479288,SYNTH_007462
female,blue,brown,very_light,wide,medium,square,medium,medium,large,narrow,medium,medium,medium,wide,large,hooded,medium,slight,very_full,wide,medium,wavy,thick,widow_peak,some,tans_gradually,medium,attached,0.8325638753100852,SYNTH_007463
male,blue,brown,very_light,wide,long,oval,medium,medium,medium,narrow,narrow,flat,medium,normal,large,hooded,thick,flat,thin,wide,shallow,curly,medium,rounded,extensive,never_burns,medium,free,0.8437454467961062,SYNTH_007464
female,blue,auburn,very_light,medium,short,oval,medium,high,small,narrow,narrow,medium,narrow,wide,medium,almond,medium,slight,very_full,wide,deep,curly,medium,straight,some,tans_gradually,large,attached,0.8259563142528753,SYNTH_007465
female,brown,brown,very_light,wide,short,square,medium,medium,small,medium,medium,flat,medium,wide,medium,almond,thick,slight,very_full,wide,medium,straight,thick,widow_peak,some,tans_gradually,large,free,0.8166925491343094,SYNTH_007466
male,blue,brown,very_light,medium,medium,oval,medium,high,large,wide,medium,high,medium,wide,large,almond,thick,flat,full,wide,medium,straight,thick,widow_peak,extensive,never_burns,medium,free,0.82990796472246,SYNTH_007467
female,green,blonde,very_light,wide,long,oval,medium,high,medium,medium,narrow,high,medium,normal,medium,almond,thick,high,thin,wide,medium,wavy,fine,widow_peak,some,never_burns,large,free,0.834746639202451,SYNTH_007468
male,blue,brown,dark,medium,medium,oval,prominent,medium,medium,medium,wide,medium,medium,normal,medium,almond,medium,flat,very_full,medium,medium,wavy,thick,rounded,some,never_burns,large,free,0.8998803119720168,SYNTH_007469
female,blue,brown,very_light,medium,short,narrow,medium,medium,medium,narrow,medium,high,wide,wide,medium,round,thick,high,full,wide,medium,curly,thick,rounded,some,tans_gradually,medium,attached,0.8426704299439417,SYNTH_007470
female,blue,brown,very_light,wide,short,oval,medium,high,medium,narrow,narrow,medium,medium,wide,medium,almond,medium,slight,very_full,wide,deep,curly,thick,widow_peak,some,tans_gradually,large,attached,0.8422752186526378,SYNTH_007471
female,blue,blonde,light,medium,medium,square,prominent,medium,medium,medium,medium,medium,narrow,normal,medium,round,thick,slight,thin,wide,medium,straight,medium,widow_peak,extensive,burns_easily,medium,free,0.8720762269079785,SYNTH_007472
male,blue,brown,very_light,wide,medium,square,medium,medium,medium,medium,medium,medium,medium,normal,medium,almond,thick,flat,full,wide,shallow,wavy,thick,rounded,some,tans_gradually,medium,free,0.9010191439687312,SYNTH_007473
female,blue,brown,very_light,wide,medium,square,medium,high,medium,medium,narrow,high,narrow,wide,small,round,medium,high,very_full,medium,deep,curly,fine,rounded,some,tans_gradually,small,attached,0.821376389883724,SYNTH_007474
female,blue,brown,very_light,wide,long,narrow,receding,medium,small,wide,wide,high,medium,wide,medium,almond,thick,slight,very_full,wide,shallow,wavy,medium,straight,none,never_burns,large,free,0.799719495892305,SYNTH_007475
female,blue,brown,very_light,narrow,short,square,medium,medium,medium,medium,narrow,flat,narrow,wide,small,round,medium,slight,thin,medium,medium,wavy,medium,widow_peak,some,burns_easily,large,attached,0.8169000124873416,SYNTH_007476
female,blue,brown,dark,medium,short,square,medium,medium,medium,wide,wide,high,medium,wide,small,hooded,medium,high,very_full,medium,shallow,curly,fine,straight,some,tans_gradually,medium,attached,0.8202270263529972,SYNTH_007477
male,blue,brown,light,medium,short,square,prominent,high,small,medium,wide,medium,wide,wide,medium,round,thick,flat,full,wide,shallow,straight,thick,rounded,some,tans_gradually,small,free,0.8654678080044776,SYNTH_007478
female,green,brown,very_light,medium,medium,oval,prominent,medium,medium,narrow,narrow,high,wide,normal,large,almond,medium,slight,full,wide,medium,straight,medium,rounded,some,tans_gradually,large,free,0.8218010237978192,SYNTH_007479
male,green,brown,light,medium,long,square,prominent,medium,medium,medium,medium,medium,medium,wide,medium,almond,thick,slight,full,medium,medium,wavy,thick,widow_peak,some,burns_easily,large,free,0.8606046849051904,SYNTH_007480
male,blue,brown,light,wide,medium,oval,medium,high,medium,wide,medium,medium,medium,wide,small,almond,thick,high,very_full,wide,medium,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8682102481929919,SYNTH_007481
female,blue,black,very_light,narrow,medium,oval,medium,medium,medium,wide,wide,medium,wide,normal,medium,hooded,medium,slight,thin,wide,shallow,straight,thick,rounded,extensive,tans_gradually,medium,free,0.8367713103692396,SYNTH_007482
female,green,brown,very_light,wide,long,square,medium,low,medium,medium,wide,high,medium,wide,small,hooded,thick,slight,very_full,medium,deep,curly,fine,rounded,extensive,tans_gradually,large,attached,0.8494405713436898,SYNTH_007483
female,green,brown,very_light,medium,long,square,receding,low,medium,wide,medium,high,medium,normal,medium,round,medium,slight,thin,wide,medium,wavy,medium,straight,some,tans_gradually,medium,attached,0.8495416282363158,SYNTH_007484
male,blue,brown,very_light,medium,medium,oval,receding,high,medium,wide,narrow,medium,wide,wide,small,almond,thick,slight,thin,wide,deep,wavy,thick,widow_peak,extensive,tans_gradually,large,free,0.8577332359903541,SYNTH_007485
female,green,brown,dark,wide,long,square,medium,high,large,medium,medium,high,narrow,wide,large,round,thin,slight,full,medium,medium,wavy,fine,rounded,some,tans_gradually,large,attached,0.845889347651951,SYNTH_007486
male,blue,brown,light,wide,medium,oval,medium,medium,large,wide,wide,flat,wide,normal,medium,round,thick,flat,full,wide,deep,wavy,thick,widow_peak,extensive,burns_easily,medium,attached,0.8894649292529239,SYNTH_007487
male,blue,brown,very_light,wide,medium,square,medium,medium,medium,wide,medium,medium,wide,normal,medium,hooded,thick,high,full,wide,shallow,wavy,medium,straight,extensive,never_burns,small,attached,0.8680580824054261,SYNTH_007488
female,green,blonde,light,medium,medium,square,prominent,high,small,narrow,narrow,medium,medium,wide,medium,round,thick,slight,very_full,wide,deep,wavy,thick,rounded,some,burns_easily,large,free,0.8182647029621023,SYNTH_007489
female,blue,brown,very_light,medium,medium,oval,receding,high,medium,wide,medium,flat,medium,wide,small,round,thick,flat,full,narrow,deep,wavy,medium,rounded,some,tans_gradually,medium,free,0.8127208713058584,SYNTH_007490
male,blue,brown,light,medium,long,oval,prominent,high,medium,narrow,medium,medium,wide,wide,large,round,thick,slight,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,medium,free,0.8453805093519133,SYNTH_007491
female,blue,blonde,very_light,medium,short,square,receding,medium,large,wide,wide,high,wide,wide,medium,almond,thick,high,very_full,wide,deep,wavy,medium,straight,extensive,tans_gradually,small,free,0.8577207411239213,SYNTH_007492
male,blue,black,light,medium,medium,square,prominent,high,medium,wide,medium,medium,wide,wide,large,almond,medium,high,full,wide,deep,straight,fine,rounded,extensive,tans_gradually,large,free,0.8257749967413471,SYNTH_007493
male,blue,brown,dark,medium,medium,oval,medium,medium,medium,medium,wide,medium,medium,wide,medium,hooded,thick,slight,thin,wide,medium,straight,thick,rounded,some,burns_easily,large,free,0.8404937578547835,SYNTH_007494
male,blue,brown,very_light,medium,medium,square,medium,medium,large,medium,wide,high,medium,normal,large,almond,medium,slight,full,wide,medium,wavy,medium,widow_peak,some,burns_easily,large,attached,0.8564930426818755,SYNTH_007495
female,blue,brown,light,wide,short,oval,prominent,medium,medium,narrow,medium,flat,medium,wide,medium,almond,medium,slight,very_full,medium,deep,straight,thick,rounded,some,never_burns,large,attached,0.8069559937303066,SYNTH_007496
female,blue,brown,very_light,wide,medium,oval,medium,low,medium,wide,wide,medium,wide,wide,medium,round,thick,slight,very_full,wide,deep,straight,fine,rounded,some,burns_easily,medium,attached,0.8242852036824674,SYNTH_007497
female,blue,brown,light,wide,short,square,prominent,high,medium,wide,medium,medium,medium,normal,small,round,thick,slight,thin,wide,deep,wavy,medium,widow_peak,some,never_burns,large,free,0.859477783402349,SYNTH_007498
female,brown,brown,very_light,medium,short,oval,medium,high,large,medium,narrow,high,wide,wide,small,round,thick,slight,full,wide,shallow,curly,fine,straight,none,burns_easily,medium,free,0.8814773644121605,SYNTH_007499
female,blue,brown,very_light,medium,medium,oval,receding,medium,medium,narrow,narrow,high,medium,wide,medium,round,thick,slight,very_full,wide,medium,wavy,thick,rounded,none,tans_gradually,medium,free,0.8281487853532721,SYNTH_007500
male,blue,brown,light,narrow,short,oval,medium,medium,medium,medium,medium,medium,medium,wide,medium,almond,thick,slight,full,medium,medium,wavy,thick,widow_peak,some,tans_gradually,medium,free,0.9127942130592198,SYNTH_007501
male,blue,auburn,very_light,medium,medium,square,medium,medium,large,medium,medium,medium,medium,wide,medium,round,medium,slight,thin,wide,deep,wavy,fine,rounded,extensive,never_burns,large,free,0.8043698806363666,SYNTH_007502
female,blue,black,very_light,wide,short,square,prominent,high,medium,medium,wide,medium,medium,wide,medium,almond,medium,slight,full,wide,deep,wavy,fine,widow_peak,none,never_burns,large,attached,0.819859130693594,SYNTH_007503
female,blue,brown,light,medium,long,square,prominent,medium,large,medium,wide,medium,narrow,normal,medium,almond,thick,slight,full,medium,shallow,straight,medium,rounded,some,tans_gradually,medium,attached,0.8772181575768413,SYNTH_007504
male,blue,brown,light,medium,long,square,medium,medium,small,medium,medium,flat,wide,wide,medium,round,thick,slight,thin,wide,medium,straight,fine,straight,some,tans_gradually,large,attached,0.8561253385670987,SYNTH_007505
female,green,brown,light,medium,medium,square,receding,medium,medium,medium,wide,medium,medium,close,medium,round,medium,slight,full,wide,medium,wavy,thick,rounded,some,tans_gradually,large,free,0.8745214007817238,SYNTH_007506
female,green,brown,very_light,narrow,long,oval,receding,high,small,medium,wide,medium,wide,normal,large,almond,thick,slight,full,medium,medium,wavy,thick,rounded,extensive,never_burns,large,free,0.8250389420486796,SYNTH_007507
male,blue,brown,light,medium,medium,oval,prominent,medium,small,medium,wide,high,wide,wide,small,round,medium,slight,thin,wide,shallow,straight,medium,widow_peak,extensive,burns_easily,large,attached,0.9078870613752902,SYNTH_007508
male,green,brown,very_light,medium,short,square,medium,medium,medium,narrow,narrow,high,narrow,wide,large,round,thick,flat,full,wide,deep,wavy,medium,rounded,some,burns_easily,large,attached,0.8413542002596607,SYNTH_007509
female,green,brown,very_light,medium,medium,square,medium,medium,medium,medium,wide,high,medium,normal,medium,almond,medium,slight,thin,wide,medium,wavy,thick,rounded,some,never_burns,medium,attached,0.8664617809570355,SYNTH_007510
female,blue,brown,light,wide,medium,square,medium,medium,medium,narrow,wide,medium,medium,normal,large,round,medium,slight,very_full,wide,medium,straight,thick,straight,some,tans_gradually,large,attached,0.8587277356906348,SYNTH_007511
male,green,brown,very_light,wide,medium,oval,prominent,medium,small,medium,narrow,flat,medium,wide,small,round,thick,slight,full,medium,medium,wavy,thick,rounded,none,tans_gradually,medium,free,0.9037792644103504,SYNTH_007512
male,blue,brown,very_light,wide,medium,oval,prominent,low,large,wide,medium,medium,medium,normal,medium,almond,thick,high,full,wide,medium,straight,thick,widow_peak,none,burns_easily,large,free,0.8463055159776472,SYNTH_007513
male,blue,black,very_light,medium,medium,square,medium,high,small,medium,medium,medium,wide,wide,large,almond,thick,slight,full,wide,medium,straight,medium,straight,some,never_burns,medium,attached,0.8542068823160899,SYNTH_007514
female,blue,black,very_light,wide,short,oval,prominent,medium,large,medium,medium,medium,wide,wide,medium,almond,medium,slight,full,wide,medium,straight,fine,widow_peak,some,never_burns,medium,free,0.8015316961822572,SYNTH_007515
female,blue,brown,very_light,wide,long,square,medium,medium,medium,wide,wide,flat,wide,wide,medium,round,thick,slight,full,wide,medium,curly,thick,rounded,some,burns_easily,large,free,0.8209361792869744,SYNTH_007516
male,green,blonde,very_light,medium,long,square,receding,medium,medium,medium,medium,high,medium,normal,medium,hooded,medium,high,very_full,wide,deep,straight,medium,rounded,some,tans_gradually,medium,free,0.8178699431688462,SYNTH_007517
female,blue,brown,very_light,medium,long,narrow,medium,medium,medium,medium,narrow,flat,medium,normal,medium,round,thick,flat,very_full,wide,shallow,wavy,medium,widow_peak,some,never_burns,medium,free,0.8508768584634481,SYNTH_007518
male,blue,brown,light,wide,medium,square,medium,medium,medium,medium,medium,high,medium,wide,small,hooded,thick,high,thin,wide,medium,wavy,thick,rounded,extensive,tans_gradually,large,free,0.8380595061292709,SYNTH_007519
female,green,brown,light,wide,short,narrow,prominent,medium,small,wide,medium,medium,narrow,wide,medium,almond,thick,slight,very_full,wide,deep,wavy,medium,straight,extensive,burns_easily,large,free,0.8929031546127566,SYNTH_007520
female,blue,black,very_light,wide,medium,square,medium,medium,medium,narrow,medium,high,wide,normal,medium,round,thick,high,thin,wide,medium,wavy,thick,widow_peak,extensive,tans_gradually,large,free,0.8869741985420526,SYNTH_007521
female,blue,brown,light,medium,medium,square,prominent,medium,medium,wide,medium,medium,medium,normal,medium,round,medium,slight,very_full,wide,medium,wavy,medium,straight,extensive,tans_gradually,small,free,0.8497815652444026,SYNTH_007522
female,blue,brown,very_light,medium,medium,oval,prominent,low,medium,narrow,medium,flat,medium,normal,large,round,thick,high,very_full,wide,deep,straight,thick,rounded,some,never_burns,large,attached,0.8489654414774593,SYNTH_007523
male,blue,black,very_light,wide,long,oval,medium,low,large,wide,wide,medium,medium,normal,large,almond,thick,slight,full,wide,medium,straight,medium,widow_peak,extensive,burns_easily,medium,attached,0.8715648000191327,SYNTH_007524
male,blue,brown,light,narrow,medium,square,receding,medium,medium,medium,medium,high,medium,normal,large,round,thick,flat,full,medium,medium,wavy,fine,rounded,some,tans_gradually,medium,free,0.8849413737309707,SYNTH_007525
male,blue,brown,very_light,wide,medium,square,prominent,high,medium,wide,medium,high,narrow,wide,large,round,thick,slight,very_full,medium,deep,wavy,thick,rounded,extensive,tans_gradually,large,free,0.8697022953216716,SYNTH_007526
male,blue,brown,very_light,medium,medium,square,receding,medium,large,medium,medium,medium,medium,wide,large,almond,thick,slight,very_full,wide,medium,curly,fine,rounded,extensive,tans_gradually,medium,free,0.832523278110607,SYNTH_007527
female,blue,brown,very_light,wide,long,oval,receding,medium,medium,medium,wide,medium,narrow,wide,medium,almond,thick,slight,full,wide,deep,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.879679201606972,SYNTH_007528
male,blue,brown,very_light,wide,medium,oval,medium,high,small,medium,narrow,flat,wide,normal,large,round,medium,high,full,wide,medium,wavy,medium,rounded,some,tans_gradually,small,free,0.8739721157815576,SYNTH_007529
male,blue,brown,dark,narrow,medium,square,prominent,medium,large,medium,wide,medium,wide,wide,large,round,thick,high,full,wide,medium,curly,medium,rounded,extensive,tans_gradually,large,free,0.8545915169235766,SYNTH_007530
female,brown,brown,very_light,wide,medium,square,receding,medium,small,wide,medium,flat,medium,normal,large,round,thin,slight,full,wide,deep,curly,thick,widow_peak,some,never_burns,large,attached,0.8184489894153398,SYNTH_007531
male,blue,brown,very_light,medium,long,square,prominent,high,large,wide,medium,high,narrow,normal,medium,round,thick,flat,thin,wide,deep,straight,medium,rounded,some,tans_gradually,large,free,0.8125519015818535,SYNTH_007532
male,blue,brown,very_light,medium,medium,square,prominent,high,small,narrow,wide,medium,wide,wide,large,almond,thick,high,thin,medium,medium,straight,fine,straight,some,never_burns,medium,free,0.8539994189630576,SYNTH_007533
male,green,brown,very_light,medium,long,oval,medium,medium,large,medium,medium,high,narrow,normal,medium,hooded,medium,slight,very_full,medium,deep,straight,thick,rounded,extensive,never_burns,medium,attached,0.8589418853193044,SYNTH_007534
female,blue,brown,light,medium,short,square,receding,low,large,medium,medium,medium,medium,wide,large,almond,thin,high,thin,medium,medium,straight,fine,widow_peak,some,tans_gradually,large,free,0.8095675713141509,SYNTH_007535
male,green,black,light,narrow,medium,narrow,prominent,medium,large,medium,medium,medium,wide,normal,medium,round,thick,flat,full,medium,medium,wavy,thick,rounded,some,never_burns,medium,attached,0.8513412242057627,SYNTH_007536
female,blue,black,very_light,medium,short,oval,medium,high,large,medium,medium,high,narrow,wide,large,round,thick,flat,very_full,wide,medium,wavy,medium,rounded,none,burns_easily,medium,free,0.8523946820261379,SYNTH_007537
female,green,black,very_light,wide,medium,square,prominent,medium,large,wide,medium,medium,medium,normal,medium,hooded,medium,flat,full,medium,medium,wavy,thick,straight,some,tans_gradually,medium,free,0.8299989148996916,SYNTH_007538
female,blue,brown,light,medium,medium,oval,medium,medium,medium,medium,medium,medium,medium,normal,large,round,thick,flat,full,wide,medium,wavy,thick,widow_peak,none,tans_gradually,medium,free,0.893150548863602,SYNTH_007539
male,blue,brown,very_light,medium,long,square,medium,high,large,medium,medium,flat,medium,normal,large,round,thick,flat,very_full,wide,medium,curly,fine,straight,some,burns_easily,medium,free,0.8240528703119608,SYNTH_007540
female,blue,brown,light,medium,medium,oval,receding,high,medium,wide,narrow,high,narrow,wide,medium,round,thick,slight,full,wide,deep,wavy,medium,widow_peak,extensive,tans_gradually,large,free,0.9095760026981523,SYNTH_007541
female,green,brown,very_light,medium,medium,oval,medium,medium,medium,medium,wide,medium,narrow,normal,medium,almond,thick,slight,full,wide,deep,straight,medium,straight,some,tans_gradually,large,free,0.8746440953762536,SYNTH_007542
female,green,brown,very_light,medium,long,square,medium,medium,large,wide,narrow,medium,narrow,wide,small,almond,thick,slight,very_full,narrow,shallow,wavy,medium,straight,some,burns_easily,large,attached,0.8381550390116889,SYNTH_007543
male,blue,brown,light,wide,medium,oval,receding,medium,large,narrow,medium,medium,medium,normal,small,hooded,medium,slight,thin,medium,medium,curly,thick,rounded,some,never_burns,large,free,0.7932513348573993,SYNTH_007544
female,blue,black,very_light,medium,short,oval,medium,medium,medium,wide,medium,flat,medium,wide,medium,hooded,medium,high,very_full,wide,medium,wavy,medium,straight,extensive,never_burns,medium,attached,0.8164976825768148,SYNTH_007545
male,blue,brown,very_light,medium,long,oval,medium,high,medium,wide,wide,medium,medium,wide,large,round,thick,slight,very_full,wide,shallow,straight,medium,straight,none,never_burns,medium,free,0.8173210720418905,SYNTH_007546
male,green,brown,very_light,wide,short,square,medium,medium,medium,wide,narrow,flat,medium,wide,medium,hooded,thick,high,very_full,wide,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,free,0.8410888733272561,SYNTH_007547
male,green,brown,light,wide,short,square,medium,high,large,narrow,narrow,high,medium,wide,large,round,thick,slight,full,wide,shallow,wavy,medium,widow_peak,none,burns_easily,medium,free,0.8527662649195991,SYNTH_007548
female,blue,brown,very_light,wide,medium,oval,medium,low,medium,medium,medium,medium,wide,wide,medium,almond,medium,slight,full,wide,medium,wavy,medium,straight,extensive,never_burns,large,attached,0.8650129989708446,SYNTH_007549
male,blue,brown,very_light,medium,medium,square,receding,low,small,medium,narrow,flat,narrow,normal,medium,hooded,thick,high,full,medium,medium,curly,thick,rounded,some,tans_gradually,medium,attached,0.8439203304604513,SYNTH_007550
male,blue,black,very_light,wide,short,square,receding,medium,medium,wide,medium,flat,narrow,normal,medium,almond,thick,high,full,medium,shallow,wavy,fine,rounded,extensive,never_burns,large,free,0.8180152126657735,SYNTH_007551
male,brown,brown,very_light,medium,long,square,prominent,high,medium,wide,medium,medium,medium,wide,large,hooded,thick,slight,thin,wide,medium,wavy,thick,rounded,some,burns_easily,medium,attached,0.8740026637290289,SYNTH_007552
male,blue,brown,very_light,wide,short,square,prominent,medium,medium,medium,medium,flat,medium,wide,large,round,medium,flat,full,wide,deep,straight,medium,widow_peak,some,never_burns,large,attached,0.8559540292622999,SYNTH_007553
male,green,brown,light,medium,medium,square,medium,low,medium,narrow,narrow,flat,medium,normal,medium,round,medium,high,thin,medium,shallow,wavy,thick,straight,extensive,burns_easily,medium,free,0.8375069026184521,SYNTH_007554
female,brown,brown,light,medium,medium,oval,prominent,low,large,narrow,medium,medium,wide,normal,small,round,thick,slight,full,wide,medium,curly,thick,rounded,some,never_burns,large,free,0.8928148190196756,SYNTH_007555
male,blue,black,dark,medium,short,oval,medium,low,medium,medium,medium,high,medium,wide,large,round,thick,slight,thin,medium,medium,wavy,medium,rounded,none,tans_gradually,large,attached,0.8681850361315417,SYNTH_007556
male,blue,brown,light,wide,short,square,medium,high,large,narrow,medium,flat,wide,normal,small,round,thick,high,full,wide,shallow,straight,medium,widow_peak,none,tans_gradually,large,attached,0.8861328018298312,SYNTH_007557
male,blue,brown,light,medium,medium,square,medium,high,medium,wide,medium,flat,medium,close,large,hooded,thick,high,full,wide,medium,wavy,thick,widow_peak,some,tans_gradually,large,free,0.8803938101423618,SYNTH_007558
female,blue,brown,very_light,medium,medium,square,prominent,high,medium,wide,medium,medium,medium,wide,medium,round,medium,flat,very_full,wide,medium,straight,thick,rounded,some,tans_gradually,large,free,0.7914948945763688,SYNTH_007559
male,green,brown,light,wide,long,square,medium,medium,large,narrow,medium,flat,medium,wide,medium,round,thick,flat,full,medium,medium,wavy,medium,widow_peak,some,tans_gradually,large,free,0.8313961850631395,SYNTH_007560
female,blue,brown,very_light,wide,medium,square,medium,medium,small,narrow,medium,flat,medium,wide,large,round,thick,slight,very_full,wide,deep,curly,medium,rounded,extensive,tans_gradually,large,free,0.8502342221373406,SYNTH_007561
male,blue,brown,very_light,medium,long,oval,prominent,medium,large,wide,medium,flat,wide,normal,large,round,medium,high,full,wide,shallow,straight,fine,rounded,none,tans_gradually,large,free,0.8624529297893035,SYNTH_007562
male,blue,black,very_light,wide,long,oval,medium,high,large,narrow,narrow,flat,medium,wide,large,almond,thick,slight,very_full,medium,shallow,curly,fine,rounded,some,tans_gradually,large,free,0.8148194752779986,SYNTH_007563
male,green,brown,light,medium,medium,square,medium,low,large,medium,narrow,flat,medium,wide,large,hooded,medium,high,full,wide,medium,curly,medium,straight,extensive,never_burns,medium,attached,0.855061297222027,SYNTH_007564
male,blue,brown,light,wide,long,square,receding,medium,large,narrow,medium,high,wide,wide,small,round,thick,slight,thin,medium,deep,curly,fine,widow_peak,none,tans_gradually,large,attached,0.8334679967306616,SYNTH_007565
female,green,brown,light,medium,long,square,medium,medium,small,medium,narrow,medium,medium,wide,large,almond,thick,high,full,wide,shallow,straight,fine,straight,none,tans_gradually,large,attached,0.8944700108634536,SYNTH_007566
male,blue,black,very_light,wide,medium,oval,prominent,high,medium,narrow,medium,high,medium,wide,large,hooded,medium,high,full,wide,shallow,wavy,medium,straight,some,never_burns,large,free,0.8669769026049072,SYNTH_007567
male,blue,brown,light,wide,long,square,medium,medium,medium,medium,narrow,flat,medium,wide,large,round,thick,flat,full,medium,deep,curly,medium,rounded,some,tans_gradually,large,free,0.8003607359949035,SYNTH_007568
male,blue,blonde,very_light,wide,long,oval,receding,low,small,medium,wide,medium,wide,wide,large,round,medium,slight,very_full,medium,medium,straight,medium,straight,extensive,tans_gradually,medium,attached,0.8469061588807676,SYNTH_007569
